id	Gene	SYMBOL
725	TRIM32	TRIM32
725	UMOD	UMOD
726	C21orf2	C21orf2
726	C2CD3	C2CD3
726	CEP120	CEP120
726	CSPP1	CSPP1
726	DHCR7	DHCR7
726	DYNC2H1	DYNC2H1
726	DYNC2LI1	DYNC2LI1
726	EVC	EVC
726	EVC2	EVC2
726	GLI3	GLI3
726	ICK	ICK
726	IFT122	IFT122
726	IFT140	IFT140
726	IFT172	IFT172
726	IFT43	IFT43
726	IFT52	IFT52
726	IFT80	IFT80
726	IFT81	IFT81
726	INTU	INTU
726	IQCE	IQCE
726	KIAA0586	KIAA0586
726	KIAA0753	KIAA0753
726	LBR	LBR
726	NEK1	NEK1
726	PIK3C2A	PIK3C2A
726	PRKACA	PRKACA
726	PRKACB	PRKACB
726	SBDS	SBDS
726	TCTEX1D2	TCTEX1D2
726	TTC21B	TTC21B
726	WDR19	WDR19
726	WDR34	WDR34
726	WDR35	WDR35
726	WDR60	WDR60
726	ZSWIM6	ZSWIM6
726	FAM149B1	FAM149B1
726	GRK2	GRK2
726	PDIA6	PDIA6
726	SUFU	SUFU
726	B9D1	B9D1
726	PMM2	PMM2
726	RABL2A	RABL2A
726	TAPT1	TAPT1
726	TBC1D32	TBC1D32
726	ARL6	ARL6
726	BBIP1	BBIP1
726	BBS1	BBS1
726	BBS10	BBS10
726	BBS12	BBS12
726	BBS2	BBS2
726	BBS4	BBS4
726	BBS5	BBS5
726	BBS7	BBS7
726	BBS9	BBS9
726	C8orf37	C8orf37
726	CCDC28B	CCDC28B
726	CENPF	CENPF
726	DDX59	DDX59
726	IFT27	IFT27
726	IFT74	IFT74
726	LZTFL1	LZTFL1
726	MKKS	MKKS
726	MKS1	MKS1
726	SCLT1	SCLT1
726	SDCCAG8	SDCCAG8
726	TRIM32	TRIM32
726	TTC8	TTC8
726	TXNDC15	TXNDC15
726	WDPCP	WDPCP
728	AHI1	AHI1
728	AHI1	AHI1
728	AHI1	AHI1
728	ALMS1	ALMS1
728	ALMS1	ALMS1
728	ANKS6	ANKS6
728	ARL13B	ARL13B
728	ARL13B	ARL13B
728	ARL13B	ARL13B
728	ARL3	ARL3
728	ARL6	ARL6
728	ARL6	ARL6
728	ARMC9	ARMC9
728	ARMC9	ARMC9
728	B9D2	B9D2
728	B9D2	B9D2
728	B9D2	B9D2
728	BBS1	BBS1
728	BBS1	BBS1
728	BBS10	BBS10
728	BBS10	BBS10
728	BBS12	BBS12
728	BBS12	BBS12
728	BBS2	BBS2
728	BBS2	BBS2
728	BBS4	BBS4
728	BBS4	BBS4
728	BBS5	BBS5
728	BBS5	BBS5
728	BBS7	BBS7
728	BBS7	BBS7
728	BBS9	BBS9
728	BBS9	BBS9
728	C21orf2	C21orf2
728	C21orf2	C21orf2
728	C2CD3	C2CD3
728	C2CD3	C2CD3
728	C5orf42	C5orf42
728	C5orf42	C5orf42
728	C5orf42	C5orf42
728	C8orf37	C8orf37
728	CBY1	CBY1
728	CC2D2A	CC2D2A
728	CC2D2A	CC2D2A
728	CC2D2A	CC2D2A
728	CENPF	CENPF
728	CENPF	CENPF
728	CENPF	CENPF
728	CEP104	CEP104
728	CEP104	CEP104
728	CEP104	CEP104
728	CEP120	CEP120
728	CEP164	CEP164
728	CEP164	CEP164
728	CEP290	CEP290
728	CEP290	CEP290
728	CEP290	CEP290
728	CEP41	CEP41
728	CEP41	CEP41
728	CEP41	CEP41
728	CEP83	CEP83
728	CRB2	CRB2
728	CRB2	CRB2
728	CSPP1	CSPP1
728	CSPP1	CSPP1
728	CSPP1	CSPP1
728	CSPP1	CSPP1
728	DDX59	DDX59
728	DDX59	DDX59
728	DDX59	DDX59
728	DHCR7	DHCR7
728	DHCR7	DHCR7
728	DHCR7	DHCR7
728	DLG5	DLG5
728	DYNC2H1	DYNC2H1
728	DYNC2H1	DYNC2H1
728	DYNC2LI1	DYNC2LI1
728	EVC	EVC
728	EVC	EVC
728	EVC2	EVC2
728	EVC2	EVC2
728	EXOC3L2	EXOC3L2
728	GLI3	GLI3
728	GLI3	GLI3
728	GLI3	GLI3
728	HNF1B	HNF1B
728	HYLS1	HYLS1
728	HYLS1	HYLS1
728	HYLS1	HYLS1
728	ICK	ICK
728	ICK	ICK
728	ICK	ICK
728	IFT122	IFT122
728	IFT122	IFT122
728	IFT140	IFT140
728	IFT140	IFT140
728	IFT172	IFT172
728	IFT172	IFT172
728	IFT172	IFT172
728	IFT27	IFT27
728	IFT27	IFT27
728	IFT43	IFT43
728	IFT43	IFT43
728	IFT52	IFT52
728	IFT74	IFT74
728	IFT74	IFT74
728	IFT80	IFT80
728	IFT81	IFT81
728	INPP5E	INPP5E
728	INPP5E	INPP5E
728	INPP5E	INPP5E
728	INTU	INTU
728	INVS	INVS
728	IQCB1	IQCB1
728	IQCB1	IQCB1
728	IQCE	IQCE
728	KIAA0586	KIAA0586
728	KIAA0586	KIAA0586
728	KIAA0586	KIAA0586
728	KIAA0586	KIAA0586
728	KIAA0753	KIAA0753
728	KIAA0753	KIAA0753
728	KIAA0753	KIAA0753
728	KIF7	KIF7
728	KIF7	KIF7
728	KIF7	KIF7
728	LAMA1	LAMA1
728	LAMA1	LAMA1
728	LBR	LBR
728	LZTFL1	LZTFL1
728	LZTFL1	LZTFL1
728	MAPKBP1	MAPKBP1
728	MKKS	MKKS
728	MKKS	MKKS
728	MKS1	MKS1
728	MKS1	MKS1
728	MKS1	MKS1
728	NEK1	NEK1
728	NEK8	NEK8
728	NPHP1	NPHP1
728	NPHP1	NPHP1
728	NPHP1	NPHP1
728	NPHP3	NPHP3
728	NPHP3	NPHP3
728	NPHP3	NPHP3
728	NPHP4	NPHP4
728	NPHP4	NPHP4
728	OFD1	OFD1
728	OFD1	OFD1
728	OFD1	OFD1
728	PIBF1	PIBF1
728	PIK3C2A	PIK3C2A
728	PKD1	PKD1
728	PKD2	PKD2
728	PKHD1	PKHD1
728	PMM2	PMM2
728	PMM2	PMM2
728	PMM2	PMM2
728	PRKACA	PRKACA
728	PRKACB	PRKACB
728	RPGRIP1L	RPGRIP1L
728	RPGRIP1L	RPGRIP1L
728	RPGRIP1L	RPGRIP1L
728	SBDS	SBDS
728	SCLT1	SCLT1
728	SCLT1	SCLT1
728	SDCCAG8	SDCCAG8
728	SDCCAG8	SDCCAG8
728	SUFU	SUFU
728	SUFU	SUFU
728	TBC1D32	TBC1D32
728	TCTEX1D2	TCTEX1D2
728	TCTN1	TCTN1
728	TCTN1	TCTN1
728	TCTN1	TCTN1
728	TCTN2	TCTN2
728	TCTN2	TCTN2
728	TCTN2	TCTN2
728	TCTN3	TCTN3
728	TCTN3	TCTN3
728	TCTN3	TCTN3
728	TMEM107	TMEM107
728	TMEM107	TMEM107
728	TMEM107	TMEM107
728	TMEM138	TMEM138
728	TMEM138	TMEM138
728	TMEM138	TMEM138
728	TMEM216	TMEM216
728	TMEM216	TMEM216
728	TMEM216	TMEM216
728	TMEM218	TMEM218
728	TMEM218	TMEM218
728	TMEM231	TMEM231
728	TMEM231	TMEM231
728	TMEM231	TMEM231
728	TMEM237	TMEM237
728	TMEM237	TMEM237
728	TMEM237	TMEM237
728	TMEM67	TMEM67
728	TMEM67	TMEM67
728	TMEM67	TMEM67
728	TOGARAM1	TOGARAM1
728	TRAF3IP1	TRAF3IP1
728	TRAF3IP1	TRAF3IP1
728	TTC21B	TTC21B
728	TTC21B	TTC21B
728	TTC8	TTC8
728	TTC8	TTC8
728	TXNDC15	TXNDC15
728	TXNDC15	TXNDC15
728	VPS13B	VPS13B
728	VPS13B	VPS13B
728	WDPCP	WDPCP
728	WDPCP	WDPCP
728	WDR19	WDR19
728	WDR19	WDR19
728	WDR19	WDR19
728	WDR34	WDR34
728	WDR35	WDR35
728	WDR35	WDR35
728	WDR60	WDR60
728	WDR60	WDR60
728	XPNPEP3	XPNPEP3
728	ZSWIM6	ZSWIM6
728	ZSWIM6	ZSWIM6
728	ADAMTS9	ADAMTS9
728	ARL3	ARL3
728	BBIP1	BBIP1
728	CEP55	CEP55
728	CYS1	CYS1
728	DCDC2	DCDC2
728	FAM149B1	FAM149B1
728	FAM149B1	FAM149B1
728	FAM149B1	FAM149B1
728	GLIS2	GLIS2
728	GRK2	GRK2
728	KIF14	KIF14
728	KIF3B	KIF3B
728	NEK1	NEK1
728	PDIA6	PDIA6
728	PDIA6	PDIA6
728	POC1B	POC1B
728	POC1B	POC1B
728	PSKH1	PSKH1
728	SCLT1	SCLT1
728	SUFU	SUFU
728	ZNF423	ZNF423
728	ZNF423	ZNF423
728	ZNF423	ZNF423
728	AIPL1	AIPL1
728	ARMC9	ARMC9
728	B9D1	B9D1
728	B9D1	B9D1
728	B9D1	B9D1
728	B9D1	B9D1
728	BBIP1	BBIP1
728	C2orf71	C2orf71
728	C8orf37	C8orf37
728	CCDC28B	CCDC28B
728	CCDC28B	CCDC28B
728	CCDC28B	CCDC28B
728	CRB1	CRB1
728	CRX	CRX
728	EXOC3L2	EXOC3L2
728	EXOC8	EXOC8
728	EXOC8	EXOC8
728	EXOC8	EXOC8
728	GUCY2D	GUCY2D
728	IFT74	IFT74
728	IMPDH1	IMPDH1
728	KCNJ13	KCNJ13
728	KIAA0556	KIAA0556
728	KIAA0556	KIAA0556
728	KIAA0556	KIAA0556
728	KIF14	KIF14
728	LCA5	LCA5
728	LRAT	LRAT
728	MUC1	MUC1
728	PDE6D	PDE6D
728	PDE6D	PDE6D
728	PDE6D	PDE6D
728	PIBF1	PIBF1
728	PIBF1	PIBF1
728	PMM2	PMM2
728	RABL2A	RABL2A
728	RABL2A	RABL2A
728	RD3	RD3
728	RDH12	RDH12
728	RPE65	RPE65
728	RPGR	RPGR
728	RPGRIP1	RPGRIP1
728	SEC63	SEC63
728	SLC41A1	SLC41A1
728	SPATA7	SPATA7
728	TAPT1	TAPT1
728	TAPT1	TAPT1
728	TBC1D32	TBC1D32
728	TBC1D32	TBC1D32
728	TOPORS	TOPORS
728	TRIM32	TRIM32
728	TRIM32	TRIM32
728	TULP1	TULP1
728	UMOD	UMOD
728	WDR63	WDR63
728	ARL6	ARL6
728	BBIP1	BBIP1
728	BBS1	BBS1
728	BBS10	BBS10
728	BBS12	BBS12
728	BBS2	BBS2
728	BBS4	BBS4
728	BBS5	BBS5
728	BBS7	BBS7
728	BBS9	BBS9
728	C8orf37	C8orf37
728	CCDC28B	CCDC28B
728	CENPF	CENPF
728	DDX59	DDX59
728	IFT27	IFT27
728	IFT74	IFT74
728	LZTFL1	LZTFL1
728	MKKS	MKKS
728	MKS1	MKS1
728	SCLT1	SCLT1
728	SDCCAG8	SDCCAG8
728	TRIM32	TRIM32
728	TTC8	TTC8
728	TXNDC15	TXNDC15
728	WDPCP	WDPCP
734	EXT1	EXT1
734	EXT2	EXT2
734	MTAP	MTAP
734	NF1	NF1
734	RECQL4	RECQL4
734	SQSTM1	SQSTM1
734	T	T
734	TP53	TP53
734	APC	APC
734	ATM	ATM
734	ATR	ATR
734	BLM	BLM
734	BRCA2	BRCA2
734	BUB1B	BUB1B
734	CDKN1C	CDKN1C
734	ERCC2	ERCC2
734	FANCC	FANCC
734	FH	FH
734	HRAS	HRAS
734	KIT	KIT
734	MLH1	MLH1
734	MSH2	MSH2
734	MSH6	MSH6
734	NBN	NBN
734	PMS2	PMS2
734	PTEN	PTEN
734	RB1	RB1
734	SDHA	SDHA
734	SDHB	SDHB
734	SDHC	SDHC
734	SDHD	SDHD
734	SMARCA4	SMARCA4
734	SMARCB1	SMARCB1
734	WRN	WRN
734	CREBBP	CREBBP
734	DICER1	DICER1
734	FOXO1	FOXO1
734	KRAS	KRAS
734	PAX3	PAX3
734	PAX7	PAX7
734	PDGFRA	PDGFRA
734	TERT	TERT
734	TNFRSF11A	TNFRSF11A
734	WT1	WT1
736	AKT1	AKT1
736	AKT3	AKT3
736	CCND2	CCND2
736	MAX	MAX
736	PIK3CA	PIK3CA
736	PIK3R2	PIK3R2
736	PTEN	PTEN
736	AKT2	AKT2
736	HRAS	HRAS
736	KRAS	KRAS
736	MTOR	MTOR
736	NRAS	NRAS
736	TBC1D7	TBC1D7
745	CHD7	CHD7
749	AARS2	AARS2
749	ABCC9	ABCC9
749	ACAD9	ACAD9
749	ACADVL	ACADVL
749	ACTA1	ACTA1
749	ACTC1	ACTC1
749	ACTN2	ACTN2
749	AGK	AGK
749	ALMS1	ALMS1
749	ALPK3	ALPK3
749	BAG3	BAG3
749	CACNA1C	CACNA1C
749	CAMK2D	CAMK2D
749	CAP2	CAP2
749	CASZ1	CASZ1
749	CDH2	CDH2
749	COA5	COA5
749	COA6	COA6
749	COX10	COX10
749	COX15	COX15
749	CPT2	CPT2
749	CSRP3	CSRP3
749	DES	DES
749	DMD	DMD
749	DNAJC19	DNAJC19
749	DOLK	DOLK
749	DSC2	DSC2
749	DSG2	DSG2
749	DSP	DSP
749	ELAC2	ELAC2
749	EMD	EMD
749	EPG5	EPG5
749	FHL1	FHL1
749	FHOD3	FHOD3
749	FKTN	FKTN
749	FLNC	FLNC
749	GAA	GAA
749	GUSB	GUSB
749	HADHA	HADHA
749	HADHB	HADHB
749	HRAS	HRAS
749	IDH2	IDH2
749	IDUA	IDUA
749	JPH2	JPH2
749	JUP	JUP
749	KRAS	KRAS
749	LAMP2	LAMP2
749	LDB3	LDB3
749	LETM1	LETM1
749	LMNA	LMNA
749	LMOD2	LMOD2
749	LZTR1	LZTR1
749	MAP2K1	MAP2K1
749	MAP2K2	MAP2K2
749	MLYCD	MLYCD
749	MRAS	MRAS
749	MRPL44	MRPL44
749	MT-TI	MT-TI
749	MUT	MUT
749	MYBPC3	MYBPC3
749	MYH6	MYH6
749	MYH7	MYH7
749	MYL2	MYL2
749	MYL3	MYL3
749	MYLK3	MYLK3
749	MYPN	MYPN
749	NDUFA11	NDUFA11
749	NDUFA2	NDUFA2
749	NDUFAF1	NDUFAF1
749	NDUFB11	NDUFB11
749	NDUFS2	NDUFS2
749	NDUFS8	NDUFS8
749	NDUFV2	NDUFV2
749	NEXN	NEXN
749	NKX2-5	NKX2-5
749	NONO	NONO
749	NRAP	NRAP
749	NRAS	NRAS
749	PCCA	PCCA
749	PCCB	PCCB
749	PKP2	PKP2
749	PLN	PLN
749	PPA2	PPA2
749	PPCS	PPCS
749	PPP1CB	PPP1CB
749	PPP1R13L	PPP1R13L
749	PRKAG2	PRKAG2
749	PTPN11	PTPN11
749	RAF1	RAF1
749	RBM20	RBM20
749	RIT1	RIT1
749	RRAGC	RRAGC
749	RRAGD	RRAGD
749	RYR2	RYR2
749	SCN5A	SCN5A
749	SCO1	SCO1
749	SCO2	SCO2
749	SHOC2	SHOC2
749	SLC22A5	SLC22A5
749	SLC25A20	SLC25A20
749	SLC25A4	SLC25A4
749	SOS1	SOS1
749	SOS2	SOS2
749	SPEG	SPEG
749	SPRED2	SPRED2
749	TAB2	TAB2
749	TAZ	TAZ
749	TBX20	TBX20
749	TMEM43	TMEM43
749	TMEM70	TMEM70
749	TNNC1	TNNC1
749	TNNI3	TNNI3
749	TNNI3K	TNNI3K
749	TNNT2	TNNT2
749	TPM1	TPM1
749	TSFM	TSFM
749	TTN	TTN
749	TTR	TTR
749	VCL	VCL
749	AGL	AGL
749	ANK2	ANK2
749	ARSB	ARSB
749	ATP5D	ATP5D
749	ATPAF2	ATPAF2
749	BRAF	BRAF
749	CBL	CBL
749	COX14	COX14
749	COX20	COX20
749	COX6B1	COX6B1
749	COX7B	COX7B
749	CRLS1	CRLS1
749	CRYAB	CRYAB
749	EYA4	EYA4
749	FAH	FAH
749	FASTKD2	FASTKD2
749	FKRP	FKRP
749	FLII	FLII
749	FNIP1	FNIP1
749	FOXRED1	FOXRED1
749	GATA6	GATA6
749	GLA	GLA
749	GLB1	GLB1
749	GSN	GSN
749	HCN4	HCN4
749	HFE	HFE
749	HGSNAT	HGSNAT
749	IDS	IDS
749	KBTBD13	KBTBD13
749	LRPPRC	LRPPRC
749	MAP3K7	MAP3K7
749	MIB1	MIB1
749	MMACHC	MMACHC
749	MYZAP	MYZAP
749	NAA10	NAA10
749	NAA15	NAA15
749	NAGLU	NAGLU
749	NDUFA1	NDUFA1
749	NDUFA10	NDUFA10
749	NDUFA4	NDUFA4
749	NDUFAF2	NDUFAF2
749	NDUFAF3	NDUFAF3
749	NDUFAF4	NDUFAF4
749	NDUFAF5	NDUFAF5
749	NDUFB3	NDUFB3
749	NDUFB8	NDUFB8
749	NDUFS1	NDUFS1
749	NDUFS3	NDUFS3
749	NDUFS4	NDUFS4
749	NDUFS6	NDUFS6
749	NDUFS7	NDUFS7
749	NDUFV1	NDUFV1
749	NF1	NF1
749	NUBPL	NUBPL
749	PDLIM3	PDLIM3
749	PET100	PET100
749	PLD1	PLD1
749	PNPLA2	PNPLA2
749	RASA2	RASA2
749	RHBDF1	RHBDF1
749	RNF220	RNF220
749	RPL3L	RPL3L
749	SDHA	SDHA
749	SDHAF1	SDHAF1
749	SDHD	SDHD
749	SGCD	SGCD
749	SGSH	SGSH
749	SHMT2	SHMT2
749	SLC30A5	SLC30A5
749	SURF1	SURF1
749	TAF1A	TAF1A
749	TMEM126B	TMEM126B
749	TOR1AIP1	TOR1AIP1
749	UQCC2	UQCC2
749	ANKRD1	ANKRD1
749	APOPT1	APOPT1
749	B3GAT3	B3GAT3
749	BCS1L	BCS1L
749	BTK	BTK
749	COA7	COA7
749	COX6A1	COX6A1
749	CPS1	CPS1
749	CTF1	CTF1
749	CYC1	CYC1
749	DHCR7	DHCR7
749	DTNA	DTNA
749	ETFA	ETFA
749	ETFB	ETFB
749	ETFDH	ETFDH
749	GALNS	GALNS
749	GBE1	GBE1
749	GLRA1	GLRA1
749	GNS	GNS
749	ILK	ILK
749	KIF20A	KIF20A
749	LAMA4	LAMA4
749	LYRM7	LYRM7
749	MCM10	MCM10
749	NDUFA6	NDUFA6
749	NDUFA9	NDUFA9
749	NDUFAF6	NDUFAF6
749	NDUFAF8	NDUFAF8
749	NEBL	NEBL
749	SPRED1	SPRED1
749	TACO1	TACO1
749	TCAP	TCAP
749	TGFB3	TGFB3
749	TMPO	TMPO
749	TTC19	TTC19
749	UQCRB	UQCRB
772	APOB	APOB
772	APOE	APOE
772	LDLR	LDLR
772	LDLRAP1	LDLRAP1
772	PCSK9	PCSK9
772	GCKR	GCKR
774	CFTR	CFTR
841	ACTC1	ACTC1
841	ACTC1	ACTC1
841	ACTN2	ACTN2
841	ACTN2	ACTN2
841	ALPK3	ALPK3
841	BAG3	BAG3
841	CACNA1C	CACNA1C
841	CACNA1C	CACNA1C
841	CACNA1C	CACNA1C
841	CALM1	CALM1
841	CALM1	CALM1
841	CALM2	CALM2
841	CALM2	CALM2
841	CALM3	CALM3
841	CALM3	CALM3
841	CASQ2	CASQ2
841	CDH2	CDH2
841	CSRP3	CSRP3
841	DES	DES
841	DES	DES
841	DES	DES
841	DMD	DMD
841	DOLK	DOLK
841	DSC2	DSC2
841	DSC2	DSC2
841	DSG2	DSG2
841	DSG2	DSG2
841	DSP	DSP
841	DSP	DSP
841	EMD	EMD
841	EMD	EMD
841	FHL1	FHL1
841	FHOD3	FHOD3
841	FLNC	FLNC
841	FLNC	FLNC
841	FLNC	FLNC
841	GLA	GLA
841	GLA	GLA
841	HCN4	HCN4
841	JUP	JUP
841	JUP	JUP
841	KCNE1	KCNE1
841	KCNH2	KCNH2
841	KCNH2	KCNH2
841	KCNJ2	KCNJ2
841	KCNJ2	KCNJ2
841	KCNQ1	KCNQ1
841	KCNQ1	KCNQ1
841	LAMP2	LAMP2
841	LAMP2	LAMP2
841	LAMP2	LAMP2
841	LMNA	LMNA
841	LMNA	LMNA
841	LMNA	LMNA
841	MT-TI	MT-TI
841	MYBPC3	MYBPC3
841	MYBPC3	MYBPC3
841	MYH7	MYH7
841	MYH7	MYH7
841	MYL2	MYL2
841	MYL3	MYL3
841	NEXN	NEXN
841	NKX2-5	NKX2-5
841	NKX2-5	NKX2-5
841	PKP2	PKP2
841	PKP2	PKP2
841	PLN	PLN
841	PLN	PLN
841	PLN	PLN
841	PPA2	PPA2
841	PRDM16	PRDM16
841	PRKAG2	PRKAG2
841	PRKAG2	PRKAG2
841	RBM20	RBM20
841	RYR2	RYR2
841	RYR2	RYR2
841	SCN5A	SCN5A
841	SCN5A	SCN5A
841	SCN5A	SCN5A
841	SCN5A	SCN5A
841	TBX20	TBX20
841	TBX20	TBX20
841	TECRL	TECRL
841	TMEM43	TMEM43
841	TMEM43	TMEM43
841	TNNC1	TNNC1
841	TNNC1	TNNC1
841	TNNI3	TNNI3
841	TNNI3	TNNI3
841	TNNI3K	TNNI3K
841	TNNI3K	TNNI3K
841	TNNT2	TNNT2
841	TNNT2	TNNT2
841	TPM1	TPM1
841	TPM1	TPM1
841	TRDN	TRDN
841	TRIM63	TRIM63
841	TTN	TTN
841	TTR	TTR
841	TTR	TTR
841	VCL	VCL
841	ANK2	ANK2
841	ANK2	ANK2
841	ANKRD1	ANKRD1
841	ATAD3A	ATAD3A
841	CACNA2D1	CACNA2D1
841	CACNB2	CACNB2
841	CDH2	CDH2
841	CLCA2	CLCA2
841	CRYAB	CRYAB
841	CSRP3	CSRP3
841	FKRP	FKRP
841	FKTN	FKTN
841	FLII	FLII
841	GATA6	GATA6
841	GYG1	GYG1
841	JPH2	JPH2
841	KCNE2	KCNE2
841	KCNH2	KCNH2
841	KLHL24	KLHL24
841	LDB3	LDB3
841	MYH6	MYH6
841	MYLK2	MYLK2
841	MYLK3	MYLK3
841	MYPN	MYPN
841	MYPN	MYPN
841	MYZAP	MYZAP
841	NRAP	NRAP
841	RHBDF1	RHBDF1
841	RPL3L	RPL3L
841	RPS6KB1	RPS6KB1
841	RRAGC	RRAGC
841	RRAGD	RRAGD
841	SCN1B	SCN1B
841	SCN5A	SCN5A
841	SGCD	SGCD
841	SLC4A3	SLC4A3
841	SLC6A6	SLC6A6
841	SPEG	SPEG
841	TAB2	TAB2
841	TBX5	TBX5
841	TBX5	TBX5
841	TCAP	TCAP
841	TECRL	TECRL
841	TRDN	TRDN
841	TRPM4	TRPM4
841	TULP3	TULP3
841	ABCC9	ABCC9
841	ABCC9	ABCC9
841	ABCC9	ABCC9
841	ACADVL	ACADVL
841	ACTA1	ACTA1
841	ACTN2	ACTN2
841	AGL	AGL
841	AKAP9	AKAP9
841	AKAP9	AKAP9
841	ALG10	ALG10
841	ALG10B	ALG10B
841	ALG10B	ALG10B
841	ANK2	ANK2
841	ANK2	ANK2
841	ANK2	ANK2
841	ANK2	ANK2
841	ANK2	ANK2
841	ANKRD1	ANKRD1
841	ATP5E	ATP5E
841	BRAF	BRAF
841	CACNA1C	CACNA1C
841	CACNA2D1	CACNA2D1
841	CACNB2	CACNB2
841	CALM1	CALM1
841	CALM2	CALM2
841	CALM3	CALM3
841	CALR3	CALR3
841	CASQ2	CASQ2
841	CAV3	CAV3
841	CAV3	CAV3
841	CAV3	CAV3
841	CAV3	CAV3
841	CAVIN4	CAVIN4
841	COA5	COA5
841	CRYAB	CRYAB
841	CTNNA3	CTNNA3
841	DES	DES
841	DLG1	DLG1
841	DLG1	DLG1
841	EYA4	EYA4
841	FHOD3	FHOD3
841	FLNC	FLNC
841	FOXRED1	FOXRED1
841	FXN	FXN
841	GAA	GAA
841	GATAD1	GATAD1
841	GJA5	GJA5
841	GLB1	GLB1
841	GPD1L	GPD1L
841	GPD1L	GPD1L
841	GUSB	GUSB
841	HCN4	HCN4
841	HCN4	HCN4
841	HRAS	HRAS
841	KCND3	KCND3
841	KCND3	KCND3
841	KCNE1	KCNE1
841	KCNE1	KCNE1
841	KCNE2	KCNE2
841	KCNE3	KCNE3
841	KCNE3	KCNE3
841	KCNE3	KCNE3
841	KCNE5	KCNE5
841	KCNE5	KCNE5
841	KCNJ2	KCNJ2
841	KCNJ5	KCNJ5
841	KCNJ5	KCNJ5
841	KCNJ8	KCNJ8
841	KCNJ8	KCNJ8
841	KCNK17	KCNK17
841	KCNQ1	KCNQ1
841	KLF10	KLF10
841	LDB3	LDB3
841	LDB3	LDB3
841	LMNA	LMNA
841	LRP5	LRP5
841	LZTR1	LZTR1
841	MAP2K1	MAP2K1
841	MAP2K2	MAP2K2
841	MRPL3	MRPL3
841	MT-TL1	MT-TL1
841	MYH6	MYH6
841	MYO6	MYO6
841	MYOM1	MYOM1
841	MYOZ2	MYOZ2
841	NEXN	NEXN
841	NOS1AP	NOS1AP
841	NOS1AP	NOS1AP
841	NRAS	NRAS
841	PDLIM3	PDLIM3
841	PKP2	PKP2
841	PKP2	PKP2
841	PTPN11	PTPN11
841	RAF1	RAF1
841	RANGRF	RANGRF
841	RANGRF	RANGRF
841	RBM20	RBM20
841	RYR2	RYR2
841	RYR2	RYR2
841	RYR2	RYR2
841	SCN10A	SCN10A
841	SCN10A	SCN10A
841	SCN1B	SCN1B
841	SCN1B	SCN1B
841	SCN2B	SCN2B
841	SCN2B	SCN2B
841	SCN3B	SCN3B
841	SCN3B	SCN3B
841	SCN4B	SCN4B
841	SCN4B	SCN4B
841	SCN5A	SCN5A
841	SCO2	SCO2
841	SHOC2	SHOC2
841	SLC22A5	SLC22A5
841	SLC25A3	SLC25A3
841	SLC25A4	SLC25A4
841	SLMAP	SLMAP
841	SLMAP	SLMAP
841	SNTA1	SNTA1
841	SNTA1	SNTA1
841	SOS1	SOS1
841	TBX3	TBX3
841	TCAP	TCAP
841	TGFB3	TGFB3
841	TMEM70	TMEM70
841	TRPM4	TRPM4
841	TRPM4	TRPM4
841	TSFM	TSFM
841	TTN	TTN
841	TTN	TTN
841	VCL	VCL
841	SVIL	SVIL
842	CACNA1C	CACNA1C
842	CACNA1C	CACNA1C
842	CALM1	CALM1
842	CALM1	CALM1
842	CALM2	CALM2
842	CALM2	CALM2
842	CALM3	CALM3
842	CALM3	CALM3
842	CASQ2	CASQ2
842	GNB5	GNB5
842	KCNE1	KCNE1
842	KCNH2	KCNH2
842	KCNH2	KCNH2
842	KCNJ2	KCNJ2
842	KCNJ2	KCNJ2
842	KCNQ1	KCNQ1
842	KCNQ1	KCNQ1
842	RYR2	RYR2
842	SCN5A	SCN5A
842	SCN5A	SCN5A
842	TECRL	TECRL
842	TRDN	TRDN
842	CACNA2D1	CACNA2D1
842	CACNB2	CACNB2
842	KCNE2	KCNE2
842	KCNH2	KCNH2
842	SCN5A	SCN5A
842	SLC4A3	SLC4A3
842	TANGO2	TANGO2
842	TECRL	TECRL
842	TRDN	TRDN
842	ABCC9	ABCC9
842	ABCC9	ABCC9
842	AKAP9	AKAP9
842	AKAP9	AKAP9
842	ALG10	ALG10
842	ALG10B	ALG10B
842	ALG10B	ALG10B
842	ANK2	ANK2
842	ANK2	ANK2
842	ANK2	ANK2
842	ANK2	ANK2
842	ANK2	ANK2
842	CACNA1C	CACNA1C
842	CACNA2D1	CACNA2D1
842	CACNB2	CACNB2
842	CALM1	CALM1
842	CALM2	CALM2
842	CALM3	CALM3
842	CAV3	CAV3
842	CAV3	CAV3
842	CAV3	CAV3
842	DLG1	DLG1
842	DLG1	DLG1
842	GPD1L	GPD1L
842	GPD1L	GPD1L
842	HCN4	HCN4
842	HCN4	HCN4
842	KCND3	KCND3
842	KCND3	KCND3
842	KCNE1	KCNE1
842	KCNE1	KCNE1
842	KCNE2	KCNE2
842	KCNE3	KCNE3
842	KCNE3	KCNE3
842	KCNE3	KCNE3
842	KCNE5	KCNE5
842	KCNE5	KCNE5
842	KCNJ2	KCNJ2
842	KCNJ5	KCNJ5
842	KCNJ5	KCNJ5
842	KCNJ8	KCNJ8
842	KCNJ8	KCNJ8
842	LRP5	LRP5
842	MLIP	MLIP
842	NOS1AP	NOS1AP
842	NOS1AP	NOS1AP
842	PKP2	PKP2
842	PKP2	PKP2
842	RANGRF	RANGRF
